PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,PEOPLE_DEATH_NEW_COUNT,COUNTRY_SHORT_NAME,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
21501,5/5/20,24,Pakistan,1315,486
107780,5/5/20,296,Brazil,6633,7321
755,5/5/20,1,Sri Lanka,37,8
46433,5/5/20,195,India,3900,1568
6813,5/5/20,7,Egypt,348,436
11587,5/5/20,19,Indonesia,395,864
11192,5/4/20,14,Indonesia,349,845
718,5/4/20,0,Sri Lanka,13,7
6465,5/4/20,14,Egypt,272,429
9455,5/4/20,2,Bangladesh,665,177
42533,5/4/20,72,India,2553,1373
20186,5/4/20,22,Pakistan,1083,462
101147,5/4/20,275,Brazil,4588,7025
10843,5/3/20,31,Indonesia,292,831
39980,5/3/20,83,India,2644,1301
19103,5/3/20,23,Pakistan,989,440
8790,5/3/20,5,Bangladesh,552,175
705,5/3/20,0,Sri Lanka,15,7
96559,5/3/20,421,Brazil,4970,6750
6193,5/3/20,9,Egypt,298,415
690,5/2/20,0,Sri Lanka,25,7
10551,5/2/20,8,Indonesia,433,800
8238,5/2/20,2,Bangladesh,571,170
37336,5/2/20,71,India,2293,1218
18114,5/2/20,32,Pakistan,1297,417
5895,5/2/20,14,Egypt,358,406
91589,5/2/20,428,Brazil,6209,6329
5537,5/1/20,12,Egypt,269,392
10118,5/1/20,8,Indonesia,347,792
7667,5/1/20,5,Bangladesh,564,168
35043,5/1/20,73,India,1993,1147
665,5/1/20,0,Sri Lanka,16,7
85380,5/1/20,435,Brazil,7218,5901
16817,5/1/20,39,Pakistan,1058,385
649,4/30/20,0,Sri Lanka,30,7
5268,4/30/20,21,Egypt,226,380
33050,4/30/20,67,India,1718,1074
9771,4/30/20,11,Indonesia,260,784
78162,4/30/20,449,Brazil,6276,5466
15759,4/30/20,19,Pakistan,874,346
7103,4/30/20,8,Bangladesh,641,163
5042,4/29/20,22,Egypt,260,359
31332,4/29/20,73,India,1897,1007
6462,4/29/20,3,Bangladesh,549,155
619,4/29/20,0,Sri Lanka,31,7
71886,4/29/20,474,Brazil,5385,5017
9511,4/29/20,8,Indonesia,415,773
14885,4/29/20,26,Pakistan,806,327
66501,4/28/20,338,Brazil,4613,4543
588,4/28/20,0,Sri Lanka,65,7
5913,4/28/20,7,Bangladesh,497,152
29435,4/28/20,62,India,1543,934
9096,4/28/20,22,Indonesia,214,765
4782,4/28/20,30,Egypt,463,337
14079,4/28/20,20,Pakistan,751,301
61888,4/27/20,189,Brazil,3379,4205
4319,4/27/20,0,Egypt,0,307
8882,4/27/20,23,Indonesia,275,743
523,4/27/20,0,Sri Lanka,61,7
13328,4/27/20,12,Pakistan,605,281
27892,4/27/20,48,India,1396,872
5416,4/27/20,5,Bangladesh,418,145
4319,4/26/20,13,Egypt,227,307
58509,4/26/20,346,Brazil,5514,4016
12723,4/26/20,16,Pakistan,783,269
4998,4/26/20,9,Bangladesh,309,140
26496,4/26/20,49,India,1990,824
462,4/26/20,0,Sri Lanka,42,7
8607,4/26/20,31,Indonesia,396,720
420,4/25/20,0,Sri Lanka,52,7
4689,4/25/20,4,Bangladesh,503,131
24506,4/25/20,57,India,1429,775
8211,4/25/20,42,Indonesia,436,689
52995,4/25/20,357,Brazil,3503,3670
4092,4/25/20,18,Egypt,433,294
11940,4/25/20,16,Pakistan,785,253
4186,4/24/20,7,Bangladesh,414,127
3659,4/24/20,12,Egypt,169,276
49492,4/24/20,407,Brazil,3735,3313
23077,4/24/20,37,India,1684,718
11155,4/24/20,28,Pakistan,1406,237
7775,4/24/20,12,Indonesia,357,647
368,4/24/20,0,Sri Lanka,38,7
3490,4/23/20,0,Egypt,0,264
3772,4/23/20,10,Bangladesh,390,120
7418,4/23/20,19,Indonesia,283,635
330,4/23/20,0,Sri Lanka,20,7
45757,4/23/20,165,Brazil,2678,2906
21393,4/23/20,41,India,1409,681
9749,4/23/20,0,Pakistan,0,209
7135,4/22/20,26,Indonesia,375,616
9749,4/22/20,17,Pakistan,533,209
19984,4/22/20,50,India,1384,640
43079,4/22/20,166,Brazil,2498,2741
3490,4/22/20,14,Egypt,157,264
310,4/22/20,0,Sri Lanka,6,7
3382,4/22/20,9,Bangladesh,434,110
40581,4/21/20,113,Brazil,1927,2575
9216,4/21/20,16,Pakistan,798,192
18600,4/21/20,47,India,1335,590
2948,4/21/20,10,Bangladesh,492,101
3333,4/21/20,11,Egypt,189,250
304,4/21/20,0,Sri Lanka,9,7
6760,4/21/20,8,Indonesia,185,590
3144,4/20/20,15,Egypt,112,239
17265,4/20/20,36,India,1553,543
2456,4/20/20,7,Bangladesh,312,91
6575,4/20/20,47,Indonesia,327,582
38654,4/20/20,115,Brazil,2055,2462
295,4/20/20,0,Sri Lanka,41,7
8418,4/20/20,17,Pakistan,425,176
254,4/19/20,0,Sri Lanka,10,7
15712,4/19/20,27,India,1334,507
2144,4/19/20,9,Bangladesh,306,84
6248,4/19/20,15,Indonesia,325,535
7993,4/19/20,16,Pakistan,512,159
36599,4/19/20,206,Brazil,2917,2347
3032,4/19/20,19,Egypt,188,224
244,4/18/20,0,Sri Lanka,6,7
1838,4/18/20,15,Bangladesh,266,75
14378,4/18/20,43,India,991,480
2844,4/18/20,9,Egypt,171,205
7481,4/18/20,8,Pakistan,456,143
5923,4/18/20,24,Indonesia,407,520
33682,4/18/20,217,Brazil,3257,2141
7025,4/17/20,11,Pakistan,520,135
238,4/17/20,0,Sri Lanka,1,7
5516,4/17/20,27,Indonesia,380,496
13387,4/17/20,23,India,1007,437
30425,4/17/20,188,Brazil,2105,1924
2673,4/17/20,13,Egypt,168,196
1572,4/17/20,10,Bangladesh,341,60
237,4/16/20,0,Sri Lanka,4,7
5136,4/16/20,10,Indonesia,297,469
6505,4/16/20,17,Pakistan,517,124
28320,4/16/20,204,Brazil,3058,1736
1231,4/16/20,4,Bangladesh,219,50
12380,4/16/20,37,India,942,414
2505,4/16/20,5,Egypt,155,183
1012,4/15/20,7,Bangladesh,209,46
233,4/15/20,0,Sri Lanka,15,7
2350,4/15/20,14,Egypt,160,178
11438,4/15/20,38,India,1075,377
25262,4/15/20,204,Brazil,1832,1532
4839,4/15/20,60,Indonesia,282,459
5988,4/15/20,11,Pakistan,272,107
5716,4/14/20,3,Pakistan,342,96
23430,4/14/20,105,Brazil,1261,1328
803,4/14/20,5,Bangladesh,182,39
218,4/14/20,0,Sri Lanka,8,7
10363,4/14/20,31,India,1211,339
4557,4/14/20,26,Indonesia,316,399
2190,4/14/20,5,Egypt,125,164
4241,4/13/20,46,Indonesia,399,373
621,4/13/20,4,Bangladesh,139,34
2065,4/13/20,13,Egypt,126,159
9152,4/13/20,35,India,796,308
5374,4/13/20,7,Pakistan,336,93
22169,4/13/20,99,Brazil,1442,1223
210,4/13/20,0,Sri Lanka,11,7
8356,4/12/20,34,India,909,273
3842,4/12/20,21,Indonesia,330,327
5038,4/12/20,15,Pakistan,250,86
482,4/12/20,3,Bangladesh,58,30
199,4/12/20,0,Sri Lanka,2,7
20727,4/12/20,68,Brazil,1089,1124
1939,4/12/20,11,Egypt,145,146
197,4/11/20,0,Sri Lanka,7,7
424,4/11/20,6,Bangladesh,94,27
3512,4/11/20,26,Indonesia,219,306
7447,4/11/20,40,India,1035,239
4788,4/11/20,5,Pakistan,187,71
19638,4/11/20,115,Brazil,1781,1056
1794,4/11/20,17,Egypt,95,135
3293,4/10/20,40,Indonesia,337,280
17857,4/10/20,141,Brazil,1930,941
6412,4/10/20,33,India,678,199
190,4/10/20,0,Sri Lanka,1,7
1699,4/10/20,15,Egypt,139,118
330,4/10/20,1,Bangladesh,112,21
4601,4/10/20,3,Pakistan,279,66
2956,4/9/20,19,Indonesia,218,240
5734,4/9/20,17,India,540,166
15927,4/9/20,133,Brazil,2210,800
4322,4/9/20,5,Pakistan,250,63
1560,4/9/20,18,Egypt,238,103
189,4/9/20,1,Sri Lanka,4,7
218,4/9/20,3,Bangladesh,54,20
4072,4/8/20,4,Pakistan,208,58
185,4/8/20,1,Sri Lanka,7,6
5194,4/8/20,35,India,773,149
2738,4/8/20,12,Indonesia,247,221
164,4/8/20,5,Bangladesh,41,17
13717,4/8/20,114,Brazil,1661,667
1322,4/8/20,7,Egypt,249,85
3864,4/7/20,4,Pakistan,587,54
4421,4/7/20,5,India,354,114
1073,4/7/20,7,Egypt,3,78
178,4/7/20,0,Sri Lanka,12,5
123,4/7/20,3,Bangladesh,35,12
12056,4/7/20,67,Brazil,926,553
2491,4/7/20,11,Indonesia,218,209
166,4/6/20,0,Sri Lanka,7,5
11130,4/6/20,54,Brazil,852,486
3277,4/6/20,15,Pakistan,827,50
2273,4/6/20,7,Indonesia,181,198
1070,4/6/20,5,Egypt,85,71
4067,4/6/20,32,India,693,109
88,4/6/20,1,Bangladesh,18,9
2450,4/5/20,4,Pakistan,159,35
3374,4/5/20,9,India,472,77
159,4/5/20,1,Sri Lanka,8,5
2092,4/5/20,10,Indonesia,106,191
985,4/5/20,14,Egypt,206,66
70,4/5/20,2,Bangladesh,9,8
10278,4/5/20,73,Brazil,1222,432
1986,4/4/20,11,Indonesia,196,181
9056,4/4/20,60,Brazil,1146,359
61,4/4/20,0,Bangladesh,5,6
2902,4/4/20,12,India,601,68
151,4/4/20,1,Sri Lanka,3,4
779,4/4/20,0,Egypt,0,52
2291,4/4/20,0,Pakistan,0,31
56,4/3/20,0,Bangladesh,2,6
2301,4/3/20,6,India,336,56
148,4/3/20,1,Sri Lanka,5,3
779,4/3/20,6,Egypt,69,52
1790,4/3/20,13,Indonesia,113,170
2291,4/3/20,0,Pakistan,0,31
7910,4/3/20,58,Brazil,1074,299
143,4/2/20,0,Sri Lanka,21,2
1965,4/2/20,15,India,568,50
6836,4/2/20,40,Brazil,1119,241
710,4/2/20,5,Egypt,54,46
1677,4/2/20,21,Indonesia,149,157
54,4/2/20,1,Bangladesh,3,6
2291,4/2/20,5,Pakistan,252,31
51,4/1/20,0,Bangladesh,2,5
5717,4/1/20,42,Brazil,1138,201
1397,4/1/20,3,India,146,35
656,4/1/20,1,Egypt,47,41
1528,4/1/20,14,Indonesia,114,136
2039,4/1/20,8,Pakistan,414,26
122,4/1/20,1,Sri Lanka,2,2
609,3/31/20,4,Egypt,33,40
1251,3/31/20,3,India,180,32
49,3/31/20,0,Bangladesh,0,5
120,3/31/20,0,Sri Lanka,0,1
1414,3/31/20,8,Indonesia,129,122
1625,3/31/20,5,Pakistan,99,18
4579,3/31/20,23,Brazil,323,159
1285,3/30/20,12,Indonesia,130,114
120,3/30/20,0,Sri Lanka,5,1
4256,3/30/20,22,Brazil,352,136
1071,3/30/20,4,India,92,29
49,3/30/20,0,Bangladesh,1,5
576,3/30/20,6,Egypt,40,36
1526,3/30/20,2,Pakistan,118,13
115,3/29/20,1,Sri Lanka,9,1
3904,3/29/20,22,Brazil,487,114
1155,3/29/20,15,Indonesia,109,102
1408,3/29/20,2,Pakistan,211,11
979,3/29/20,6,India,106,25
536,3/29/20,6,Egypt,41,30
48,3/29/20,0,Bangladesh,0,5
106,3/28/20,0,Sri Lanka,0,0
1046,3/28/20,9,Indonesia,153,87
3417,3/28/20,15,Brazil,502,92
873,3/28/20,2,India,149,19
48,3/28/20,0,Bangladesh,0,5
1197,3/28/20,0,Pakistan,0,9
495,3/28/20,3,Egypt,39,24
724,3/27/20,4,India,75,17
2915,3/27/20,20,Brazil,482,77
1197,3/27/20,1,Pakistan,140,9
893,3/27/20,20,Indonesia,103,78
48,3/27/20,0,Bangladesh,9,5
106,3/27/20,0,Sri Lanka,4,0
456,3/27/20,0,Egypt,14,21
1057,3/26/20,1,Pakistan,66,8
790,3/26/20,3,Indonesia,104,58
2433,3/26/20,11,Brazil,232,57
649,3/26/20,4,India,87,13
442,3/26/20,2,Egypt,76,21
102,3/26/20,0,Sri Lanka,0,0
39,3/26/20,1,Bangladesh,0,5
2201,3/25/20,12,Brazil,310,46
102,3/25/20,0,Sri Lanka,5,0
562,3/25/20,0,India,70,9
686,3/25/20,6,Indonesia,107,55
366,3/25/20,5,Egypt,39,19
39,3/25/20,1,Bangladesh,6,4
991,3/25/20,1,Pakistan,104,7
887,3/24/20,1,Pakistan,103,6
579,3/24/20,1,Indonesia,65,49
327,3/24/20,4,Egypt,33,14
97,3/24/20,0,Sri Lanka,10,0
492,3/24/20,2,India,53,9
1891,3/24/20,9,Brazil,345,34
33,3/24/20,0,Bangladesh,6,3
294,3/23/20,2,Egypt,9,10
1546,3/23/20,7,Brazil,418,25
784,3/23/20,2,Pakistan,138,5
439,3/23/20,3,India,119,7
514,3/23/20,10,Indonesia,64,48
27,3/23/20,1,Bangladesh,3,3
87,3/23/20,0,Sri Lanka,9,0
285,3/22/20,1,Egypt,29,8
320,3/22/20,0,India,89,4
78,3/22/20,0,Sri Lanka,12,0
450,3/22/20,13,Indonesia,141,38
1128,3/22/20,7,Brazil,224,18
24,3/22/20,2,Bangladesh,7,2
646,3/22/20,0,Pakistan,151,3
231,3/21/20,0,India,40,4
66,3/21/20,0,Sri Lanka,13,0
495,3/21/20,1,Pakistan,17,3
256,3/21/20,1,Egypt,46,7
17,3/21/20,0,Bangladesh,7,0
309,3/21/20,6,Indonesia,82,25
904,3/21/20,5,Brazil,283,11
10,3/20/20,0,Bangladesh,0,0
191,3/20/20,1,India,26,4
478,3/20/20,2,Pakistan,176,2
621,3/20/20,2,Brazil,193,6
210,3/20/20,0,Egypt,14,6
53,3/20/20,0,Sri Lanka,11,0
227,3/20/20,14,Indonesia,55,19
428,3/19/20,3,Brazil,137,4
165,3/19/20,0,India,28,3
172,3/19/20,0,Indonesia,0,5
42,3/19/20,0,Sri Lanka,0,0
302,3/19/20,0,Pakistan,115,0
10,3/19/20,0,Bangladesh,2,0
196,3/19/20,2,Egypt,30,6
291,3/18/20,1,Brazil,57,1
8,3/18/20,0,Bangladesh,3,0
137,3/18/20,0,India,12,3
42,3/18/20,0,Sri Lanka,13,0
172,3/18/20,0,Indonesia,38,5
187,3/18/20,0,Pakistan,0,0
166,3/18/20,2,Egypt,40,4
5,3/17/20,0,Bangladesh,2,0
125,3/17/20,1,India,32,3
234,3/17/20,0,Brazil,34,0
134,3/17/20,0,Indonesia,17,5
29,3/17/20,0,Sri Lanka,10,0
187,3/17/20,0,Pakistan,156,0
126,3/17/20,0,Egypt,16,2
3,3/16/20,0,Bangladesh,0,0
93,3/16/20,0,India,3,2
31,3/16/20,0,Pakistan,1,0
200,3/16/20,0,Brazil,79,0
110,3/16/20,0,Egypt,17,2
117,3/16/20,1,Indonesia,21,5
19,3/16/20,0,Sri Lanka,8,0
90,3/15/20,0,India,7,2
93,3/15/20,0,Egypt,0,2
11,3/15/20,0,Sri Lanka,5,0
121,3/15/20,0,Brazil,23,0
3,3/15/20,0,Bangladesh,0,0
30,3/15/20,0,Pakistan,9,0
96,3/15/20,0,Indonesia,27,4
3,3/14/20,0,Bangladesh,0,0
93,3/14/20,0,Egypt,13,2
83,3/14/20,1,India,8,2
6,3/14/20,0,Sri Lanka,3,0
21,3/14/20,0,Pakistan,0,0
98,3/14/20,0,Brazil,21,0
69,3/14/20,3,Indonesia,35,4
21,3/13/20,0,Pakistan,1,0
3,3/13/20,0,Bangladesh,0,0
3,3/13/20,0,Sri Lanka,1,0
75,3/13/20,1,India,2,1
80,3/13/20,1,Egypt,20,2
77,3/13/20,0,Brazil,25,0
34,3/13/20,0,Indonesia,0,1
3,3/12/20,0,Bangladesh,0,0
20,3/12/20,0,Pakistan,4,0
73,3/12/20,0,India,23,0
52,3/12/20,0,Brazil,18,0
34,3/12/20,1,Indonesia,15,1
2,3/12/20,0,Sri Lanka,1,0
60,3/12/20,0,Egypt,1,1
1,3/11/20,0,Sri Lanka,0,0
50,3/11/20,0,India,6,0
3,3/11/20,0,Bangladesh,0,0
34,3/11/20,0,Brazil,9,0
16,3/11/20,0,Pakistan,0,0
59,3/11/20,0,Egypt,4,1
19,3/11/20,0,Indonesia,13,0
6,3/10/20,0,Indonesia,0,0
44,3/10/20,0,India,10,0
25,3/10/20,0,Brazil,0,0
55,3/10/20,0,Egypt,6,1
16,3/10/20,0,Pakistan,10,0
3,3/10/20,0,Bangladesh,0,0
1,3/10/20,0,Sri Lanka,0,0
3,3/9/20,0,Bangladesh,3,0
25,3/9/20,0,Brazil,12,0
34,3/9/20,0,India,0,0
6,3/9/20,0,Pakistan,0,0
6,3/9/20,0,Indonesia,2,0
1,3/9/20,0,Sri Lanka,0,0
49,3/9/20,1,Egypt,34,1
6,3/8/20,0,Pakistan,0,0
34,3/8/20,0,India,3,0
13,3/8/20,0,Brazil,0,0
0,3/8/20,0,Bangladesh,0,0
15,3/8/20,0,Egypt,0,0
4,3/8/20,0,Indonesia,0,0
1,3/8/20,0,Sri Lanka,0,0
15,3/7/20,0,Egypt,12,0
31,3/7/20,0,India,2,0
4,3/7/20,0,Indonesia,2,0
0,3/7/20,0,Bangladesh,0,0
6,3/7/20,0,Pakistan,1,0
1,3/7/20,0,Sri Lanka,0,0
13,3/7/20,0,Brazil,5,0
5,3/6/20,0,Pakistan,0,0
8,3/6/20,0,Brazil,5,0
29,3/6/20,0,India,1,0
2,3/6/20,0,Indonesia,0,0
0,3/6/20,0,Bangladesh,0,0
3,3/6/20,0,Egypt,1,0
1,3/6/20,0,Sri Lanka,0,0
2,3/5/20,0,Egypt,0,0
2,3/5/20,0,Indonesia,0,0
28,3/5/20,0,India,22,0
0,3/5/20,0,Bangladesh,0,0
5,3/5/20,0,Pakistan,0,0
3,3/5/20,0,Brazil,1,0
1,3/5/20,0,Sri Lanka,0,0
5,3/4/20,0,Pakistan,1,0
6,3/4/20,0,India,1,0
2,3/4/20,0,Brazil,0,0
2,3/4/20,0,Indonesia,0,0
2,3/4/20,0,Egypt,0,0
1,3/4/20,0,Sri Lanka,0,0
0,3/4/20,0,Bangladesh,0,0
4,3/3/20,0,Pakistan,0,0
0,3/3/20,0,Bangladesh,0,0
2,3/3/20,0,Indonesia,0,0
5,3/3/20,0,India,2,0
2,3/3/20,0,Egypt,0,0
1,3/3/20,0,Sri Lanka,0,0
2,3/3/20,0,Brazil,0,0
3,3/2/20,0,India,0,0
2,3/2/20,0,Brazil,0,0
1,3/2/20,0,Sri Lanka,0,0
4,3/2/20,0,Pakistan,0,0
2,3/2/20,0,Indonesia,2,0
0,3/2/20,0,Bangladesh,0,0
2,3/2/20,0,Egypt,1,0
0,3/1/20,0,Indonesia,0,0
1,3/1/20,0,Egypt,0,0
0,3/1/20,0,Bangladesh,0,0
2,3/1/20,0,Brazil,1,0
3,3/1/20,0,India,0,0
1,3/1/20,0,Sri Lanka,0,0
4,3/1/20,0,Pakistan,2,0
0,2/29/20,0,Indonesia,0,0
1,2/29/20,0,Egypt,0,0
1,2/29/20,0,Sri Lanka,0,0
3,2/29/20,0,India,0,0
2,2/29/20,0,Pakistan,0,0
1,2/29/20,0,Brazil,0,0
0,2/29/20,0,Bangladesh,0,0
3,2/28/20,0,India,0,0
1,2/28/20,0,Sri Lanka,0,0
2,2/28/20,0,Pakistan,0,0
0,2/28/20,0,Indonesia,0,0
0,2/28/20,0,Bangladesh,0,0
1,2/28/20,0,Egypt,0,0
1,2/28/20,0,Brazil,0,0
1,2/27/20,0,Egypt,0,0
0,2/27/20,0,Indonesia,0,0
2,2/27/20,0,Pakistan,2,0
3,2/27/20,0,India,0,0
1,2/27/20,0,Brazil,0,0
0,2/27/20,0,Bangladesh,0,0
1,2/27/20,0,Sri Lanka,0,0
1,2/26/20,0,Egypt,0,0
1,2/26/20,0,Brazil,1,0
3,2/26/20,0,India,0,0
0,2/26/20,0,Pakistan,0,0
0,2/26/20,0,Bangladesh,0,0
1,2/26/20,0,Sri Lanka,0,0
0,2/26/20,0,Indonesia,0,0
0,2/25/20,0,Pakistan,0,0
0,2/25/20,0,Brazil,0,0
1,2/25/20,0,Sri Lanka,0,0
3,2/25/20,0,India,0,0
0,2/25/20,0,Indonesia,0,0
1,2/25/20,0,Egypt,0,0
0,2/25/20,0,Bangladesh,0,0
1,2/24/20,0,Sri Lanka,0,0
0,2/24/20,0,Bangladesh,0,0
3,2/24/20,0,India,0,0
0,2/24/20,0,Brazil,0,0
0,2/24/20,0,Indonesia,0,0
1,2/24/20,0,Egypt,0,0
0,2/24/20,0,Pakistan,0,0
1,2/23/20,0,Egypt,0,0
3,2/23/20,0,India,0,0
0,2/23/20,0,Brazil,0,0
1,2/23/20,0,Sri Lanka,0,0
0,2/23/20,0,Pakistan,0,0
0,2/23/20,0,Indonesia,0,0
0,2/23/20,0,Bangladesh,0,0
1,2/22/20,0,Egypt,0,0
0,2/22/20,0,Indonesia,0,0
3,2/22/20,0,India,0,0
1,2/22/20,0,Sri Lanka,0,0
0,2/22/20,0,Bangladesh,0,0
0,2/22/20,0,Brazil,0,0
0,2/22/20,0,Pakistan,0,0
3,2/21/20,0,India,0,0
0,2/21/20,0,Indonesia,0,0
1,2/21/20,0,Egypt,0,0
0,2/21/20,0,Bangladesh,0,0
1,2/21/20,0,Sri Lanka,0,0
0,2/21/20,0,Brazil,0,0
0,2/21/20,0,Pakistan,0,0
1,2/20/20,0,Sri Lanka,0,0
3,2/20/20,0,India,0,0
0,2/20/20,0,Pakistan,0,0
1,2/20/20,0,Egypt,0,0
0,2/20/20,0,Brazil,0,0
0,2/20/20,0,Indonesia,0,0
0,2/20/20,0,Bangladesh,0,0
0,2/19/20,0,Brazil,0,0
3,2/19/20,0,India,0,0
0,2/19/20,0,Bangladesh,0,0
1,2/19/20,0,Sri Lanka,0,0
0,2/19/20,0,Pakistan,0,0
1,2/19/20,0,Egypt,0,0
0,2/19/20,0,Indonesia,0,0
0,2/18/20,0,Bangladesh,0,0
0,2/18/20,0,Indonesia,0,0
3,2/18/20,0,India,0,0
1,2/18/20,0,Sri Lanka,0,0
1,2/18/20,0,Egypt,0,0
0,2/18/20,0,Brazil,0,0
0,2/18/20,0,Pakistan,0,0
3,2/17/20,0,India,0,0
1,2/17/20,0,Egypt,0,0
1,2/17/20,0,Sri Lanka,0,0
0,2/17/20,0,Pakistan,0,0
0,2/17/20,0,Indonesia,0,0
0,2/17/20,0,Brazil,0,0
0,2/17/20,0,Bangladesh,0,0
0,2/16/20,0,Pakistan,0,0
0,2/16/20,0,Brazil,0,0
3,2/16/20,0,India,0,0
0,2/16/20,0,Indonesia,0,0
1,2/16/20,0,Egypt,0,0
1,2/16/20,0,Sri Lanka,0,0
0,2/16/20,0,Bangladesh,0,0
3,2/15/20,0,India,0,0
0,2/15/20,0,Indonesia,0,0
0,2/15/20,0,Brazil,0,0
1,2/15/20,0,Sri Lanka,0,0
0,2/15/20,0,Bangladesh,0,0
1,2/15/20,0,Egypt,1,0
0,2/15/20,0,Pakistan,0,0
0,2/14/20,0,Egypt,0,0
0,2/14/20,0,Pakistan,0,0
3,2/14/20,0,India,0,0
0,2/14/20,0,Bangladesh,0,0
1,2/14/20,0,Sri Lanka,0,0
0,2/14/20,0,Brazil,0,0
0,2/14/20,0,Indonesia,0,0
0,2/13/20,0,Egypt,0,0
3,2/13/20,0,India,0,0
1,2/13/20,0,Sri Lanka,0,0
0,2/13/20,0,Bangladesh,0,0
0,2/13/20,0,Brazil,0,0
0,2/13/20,0,Indonesia,0,0
0,2/13/20,0,Pakistan,0,0
3,2/12/20,0,India,0,0
1,2/12/20,0,Sri Lanka,0,0
0,2/12/20,0,Egypt,0,0
0,2/12/20,0,Bangladesh,0,0
0,2/12/20,0,Indonesia,0,0
0,2/12/20,0,Pakistan,0,0
0,2/12/20,0,Brazil,0,0
1,2/11/20,0,Sri Lanka,0,0
3,2/11/20,0,India,0,0
0,2/11/20,0,Indonesia,0,0
0,2/11/20,0,Pakistan,0,0
0,2/11/20,0,Brazil,0,0
0,2/11/20,0,Egypt,0,0
0,2/11/20,0,Bangladesh,0,0
3,2/10/20,0,India,0,0
1,2/10/20,0,Sri Lanka,0,0
0,2/10/20,0,Bangladesh,0,0
0,2/10/20,0,Indonesia,0,0
0,2/10/20,0,Brazil,0,0
0,2/10/20,0,Egypt,0,0
0,2/10/20,0,Pakistan,0,0
0,2/9/20,0,Indonesia,0,0
0,2/9/20,0,Pakistan,0,0
3,2/9/20,0,India,0,0
0,2/9/20,0,Brazil,0,0
0,2/9/20,0,Bangladesh,0,0
0,2/9/20,0,Egypt,0,0
1,2/9/20,0,Sri Lanka,0,0
0,2/8/20,0,Indonesia,0,0
0,2/8/20,0,Egypt,0,0
3,2/8/20,0,India,0,0
0,2/8/20,0,Pakistan,0,0
1,2/8/20,0,Sri Lanka,0,0
0,2/8/20,0,Brazil,0,0
0,2/8/20,0,Bangladesh,0,0
3,2/7/20,0,India,0,0
0,2/7/20,0,Indonesia,0,0
0,2/7/20,0,Brazil,0,0
0,2/7/20,0,Bangladesh,0,0
0,2/7/20,0,Pakistan,0,0
1,2/7/20,0,Sri Lanka,0,0
0,2/7/20,0,Egypt,0,0
0,2/6/20,0,Brazil,0,0
3,2/6/20,0,India,0,0
0,2/6/20,0,Pakistan,0,0
0,2/6/20,0,Egypt,0,0
1,2/6/20,0,Sri Lanka,0,0
0,2/6/20,0,Indonesia,0,0
0,2/6/20,0,Bangladesh,0,0
0,2/5/20,0,Bangladesh,0,0
0,2/5/20,0,Pakistan,0,0
3,2/5/20,0,India,0,0
1,2/5/20,0,Sri Lanka,0,0
0,2/5/20,0,Brazil,0,0
0,2/5/20,0,Indonesia,0,0
0,2/5/20,0,Egypt,0,0
0,2/4/20,0,Bangladesh,0,0
3,2/4/20,0,India,1,0
0,2/4/20,0,Pakistan,0,0
1,2/4/20,0,Sri Lanka,0,0
0,2/4/20,0,Egypt,0,0
0,2/4/20,0,Indonesia,0,0
0,2/4/20,0,Brazil,0,0
0,2/3/20,0,Pakistan,0,0
2,2/3/20,0,India,0,0
0,2/3/20,0,Indonesia,0,0
0,2/3/20,0,Brazil,0,0
1,2/3/20,0,Sri Lanka,0,0
0,2/3/20,0,Bangladesh,0,0
0,2/3/20,0,Egypt,0,0
0,2/2/20,0,Brazil,0,0
1,2/2/20,0,Sri Lanka,0,0
2,2/2/20,0,India,1,0
0,2/2/20,0,Pakistan,0,0
0,2/2/20,0,Egypt,0,0
0,2/2/20,0,Indonesia,0,0
0,2/2/20,0,Bangladesh,0,0
0,2/1/20,0,Pakistan,0,0
1,2/1/20,0,India,0,0
0,2/1/20,0,Indonesia,0,0
0,2/1/20,0,Bangladesh,0,0
0,2/1/20,0,Egypt,0,0
0,2/1/20,0,Brazil,0,0
1,2/1/20,0,Sri Lanka,0,0
0,1/31/20,0,Pakistan,0,0
1,1/31/20,0,India,0,0
0,1/31/20,0,Indonesia,0,0
0,1/31/20,0,Egypt,0,0
0,1/31/20,0,Bangladesh,0,0
1,1/31/20,0,Sri Lanka,0,0
0,1/31/20,0,Brazil,0,0
1,1/30/20,0,India,1,0
1,1/30/20,0,Sri Lanka,0,0
0,1/30/20,0,Pakistan,0,0
0,1/30/20,0,Brazil,0,0
0,1/30/20,0,Bangladesh,0,0
0,1/30/20,0,Indonesia,0,0
0,1/30/20,0,Egypt,0,0
0,1/29/20,0,India,0,0
0,1/29/20,0,Bangladesh,0,0
0,1/29/20,0,Pakistan,0,0
1,1/29/20,0,Sri Lanka,0,0
0,1/29/20,0,Egypt,0,0
0,1/29/20,0,Brazil,0,0
0,1/29/20,0,Indonesia,0,0
0,1/28/20,0,Pakistan,0,0
0,1/28/20,0,India,0,0
1,1/28/20,0,Sri Lanka,1,0
0,1/28/20,0,Indonesia,0,0
0,1/28/20,0,Egypt,0,0
0,1/28/20,0,Brazil,0,0
0,1/28/20,0,Bangladesh,0,0
0,1/27/20,0,Egypt,0,0
0,1/27/20,0,India,0,0
